,ittr,force_x,force_y,force_z,velocity_x,velocity_y,velocity_z,curr_pos_x,curr_pos_y,curr_pos_z
23710,767,1,-20,16,0.15184403069806823,-3.036880613961366,-2.5685800493835806,0.08483573741378422,-1.6967147482756857,0.06114992562324636
23711,767,1,-20,16,0.1513398715989242,-3.026797431978485,-2.7235517391311244,0.08735806860709963,-1.7471613721419939,0.01575739663772762
23712,768,-2,10,13,0.0,0.0,0.0,0.0,0.0,0.1
23713,768,-2,10,13,-0.3333333333333333,1.6666666666666667,2.0031666666666665,-0.005555555555555555,0.02777777777777778,0.13338611111111112
23714,768,-2,10,13,-0.3325273148859925,1.6626365744299627,1.834822898807372,-0.011097677470322097,0.05548838735161049,0.16396649275790065
23715,768,-2,10,13,-0.3317517943901437,1.6587589719507185,1.6670437232311768,-0.01662687404349116,0.0831343702174558,0.1917505548117536
23716,768,-2,10,13,-0.33100535518099583,1.6550267759049795,1.4997928865531989,-0.02214362996317442,0.11071814981587212,0.21674710292097357
23717,768,-2,10,13,-0.33028643634634847,1.6514321817317426,1.333035448758503,-0.027648403902280228,0.13824201951140117,0.23896436040028196
23718,768,-2,10,13,-0.3295933061408437,1.6479665307042188,1.166737976525722,-0.03314162567129429,0.16570812835647147,0.25840999334237735
23719,768,-2,10,13,-0.32892403419619104,1.6446201709809556,1.0008687991792748,-0.038623692907897474,0.1931184645394874,0.2750911399953653
23720,768,-2,10,13,-0.328276464590885,1.6413823229544253,0.8353983374742445,-0.04409496731774556,0.2204748365887278,0.289014445619936
23721,768,-2,10,13,-0.3276481931231495,1.638240965615748,0.6702995114960165,-0.04955577053646472,0.24777885268232358,0.3001861041448696
23722,768,-2,10,13,-0.32703655355349337,1.6351827677674673,0.505548225167091,-0.055006379762356276,0.27503189881178136,0.30861190789765447
23723,768,-2,10,13,-0.3264386187100173,1.6321930935500868,0.34112390984025565,-0.06044702340752323,0.30223511703761613,0.31429730639499204
23724,768,-2,10,13,-0.32585122243553116,1.6292561121776563,0.17701008873486648,-0.06587787711478209,0.3293893855739104,0.31724747454057317
23725,768,-2,10,13,-0.3252710065445735,1.6263550327228682,0.013194901743772358,-0.07129906055719165,0.3564953027859582,0.31746738956963605
23726,768,-2,10,13,-0.3246944928219173,1.623472464109587,-0.15032848503762325,-0.07671063543755693,0.38355317718778464,0.314961914819009
23727,768,-2,10,13,-0.3241181743181831,1.620590871590916,-0.3135616585607941,-0.08211260500952665,0.41056302504763326,0.3097358871763291
23728,768,-2,10,13,-0.32353861479218493,1.617693073960925,-0.4765009752649901,-0.08750491525606306,0.4375245762803153,0.30179420425524595
23729,768,-2,10,13,-0.32295254258303085,1.6147627129151547,-0.6391378202458682,-0.09288745763244691,0.46443728816223456,0.29114190725114814
23730,768,-2,10,13,-0.32235692679739747,1.6117846339869877,-0.8014590694241871,-0.0982600730790702,0.49130036539535105,0.27778425609407836
23731,768,-2,10,13,-0.3217490286659538,1.6087451433297693,-0.9634476842786222,-0.10362255689016943,0.5181127844508472,0.26172679468943466
23732,768,-2,10,13,-0.32112642691508797,1.6056321345754403,-1.1250833609655524,-0.1089746640054209,0.5448733200271045,0.24297540534000878
23733,768,-2,10,13,-0.3204870207277435,1.6024351036387179,-1.2863431676896813,-0.11431611435088329,0.5715805717544165,0.22153635254518075
23734,768,-2,10,13,-0.3198290162645653,1.599145081322827,-1.4472021261161518,-0.11964659795529271,0.5982329897764636,0.19741631710991156
23735,768,-2,10,13,-0.31915090299127735,1.5957545149563872,-1.6076337148059094,-0.124965779671814,0.62482889835907,0.1706224218631464
23736,768,-2,10,13,-0.3184514250452357,1.592257125226179,-1.7676102896227746,-0.13027330342256793,0.6513665171128397,0.1411622503694335
23737,768,-2,10,13,-0.3177295514034897,1.5886477570174489,-1.9271034264825753,-0.1355687959459594,0.6778439797297972,0.10904385992805725
23738,768,-2,10,13,-0.31698444722050567,1.5849222361025288,-2.0860841967862114,-0.14085187006630118,0.704259350331506,0.07427578998162039
23739,768,-2,10,13,-0.31621544761680664,1.5810772380840337,-2.244523387227011,-0.1461221275265813,0.7306106376329066,0.03686706686117021
23740,769,19,-15,18,0.0,0.0,0.0,0.0,0.0,0.1
23741,769,19,-15,18,3.1666666666666665,-2.5,2.8365,0.05277777777777778,-0.041666666666666664,0.147275
23742,769,19,-15,18,3.154143794252542,-2.490113521778323,2.661782801809685,0.10534684101532014,-0.08316855869630538,0.19163804669682807
23743,769,19,-15,18,3.1419052855668346,-2.4804515412369748,2.4879547210168007,0.15771192910810072,-0.12450941771692162,0.23310395871377476
23744,769,19,-15,18,3.1299384251749247,-2.4710040198749406,2.3149786216115857,0.2098775695276828,-0.16569281804817063,0.2716869357406345
23745,769,19,-15,18,3.1182303282757187,-2.4617607854808305,2.142819028245974,0.2618480749989448,-0.20672216447285113,0.30740058621140076
23746,769,19,-15,18,3.106767920179125,-2.452711515930888,1.9714421674649796,0.3136275403352635,-0.24760068973836594,0.3402579556691504
23747,769,19,-15,18,3.095537919518101,-2.4438457259353425,1.800816016618628,0.36521983899389854,-0.2883314518372883,0.37027155594612754
23748,769,19,-15,18,3.0845268260146703,-2.4351527573800027,1.6309103598129282,0.41662861942747637,-0.32891733112695504,0.397453395276343
23749,769,19,-15,18,3.0737209136665764,-2.426621773947297,1.4616968499652907,0.4678573013219193,-0.36936102735941,0.42181500944243117
23750,769,19,-15,18,3.063106230232632,-2.418241760709972,1.2931490756960686,0.5189090718257965,-0.4096650567045762,0.44336749403736564
23751,769,19,-15,18,3.052668603858318,-2.4100015293618298,1.1252426314254826,0.5697868818901017,-0.44983174886060673,0.46212153789445704
23752,769,19,-15,18,3.0423936575874153,-2.401889729674275,0.9579551886729307,0.6204934428498919,-0.489863244355178,0.47808745770567257
23753,769,19,-15,18,3.0322668323416453,-2.3938948676381404,0.7912665661997093,0.6710312233889194,-0.529761492149147,0.49127523380900107
23754,769,19,-15,18,3.022273418714322,-2.386005330563938,0.6251587963289427,0.7214024470341581,-0.569528247658546,0.5016945470811501
23755,769,19,-15,18,3.0123985976185317,-2.3782094191725243,0.45961618455464653,0.7716090903278003,-0.6091650713114214,0.5093548168237276
23756,769,19,-15,18,3.0026274894666383,-2.3704953864210294,0.2946253594522864,0.8216528818189109,-0.6486733277517719,0.5142652394812658
23757,769,19,-15,18,2.9929452111565036,-2.3628514824919757,0.13017530995815244,0.8715353020048526,-0.6880541857933048,0.5164348279805683
23758,769,19,-15,18,2.9833369397298375,-2.355266005049871,-0.03374259268385585,0.9212575843336832,-0.7273086192108027,0.5158724514358374
23759,769,19,-15,18,2.973787981184858,-2.3477273535669925,-0.19713459059584248,0.9708207173534309,-0.7664374084369192,0.5125868749259067
23760,769,19,-15,18,2.9642838426061666,-2.3402240862680257,-0.3600045542652329,1.0202254480635338,-0.8054411432080529,0.5065867990214862
23761,769,19,-15,18,2.954810305553473,-2.3327449780685305,-0.5223540178574334,1.069472286489425,-0.8443202261758618,0.49788089872386226
23762,769,19,-15,18,2.945353498552904,-2.3252790778049235,-0.6841822350280703,1.1185615114653067,-0.8830748774726105,0.48647786147339445
23763,769,19,-15,18,2.9358999665725856,-2.3178157630836194,-0.845486254599106,1.1674931775748498,-0.9217051401906708,0.4723864238967427
23764,769,19,-15,18,2.926436735535131,-2.3103447912119446,-1.006261014687201,1.216267123167102,-0.96021088671087,0.45561540698528935
23765,769,19,-15,18,2.916951370205959,-2.3028563448994404,-1.1664994532036017,1.2648829793372014,-0.9985918257925273,0.436173749431896
23766,769,19,-15,18,2.9074320241682416,-2.295341071711769,-1.3261926321296291,1.3133401797400055,-1.0368475103210568,0.4140705388964022
23767,769,19,-15,18,2.8978674810159437,-2.2877901165915335,-1.4853298726384963,1.3616379710902713,-1.0749773455975824,0.389315041019094
23768,769,19,-15,18,2.888247186327374,-2.2801951471005575,-1.6438988979896805,1.4097754241957274,-1.1129805980492584,0.3619167260525993
23769,769,19,-15,18,2.878561270388116,-2.2725483713590378,-1.801885981154188,1.4577514453688627,-1.1508564042385756,0.33188529303336284
23770,769,19,-15,18,2.8688005619867503,-2.264842548936907,-1.9592760943105485,1.5055647880686418,-1.1886037800541907,0.29923069146152037
23771,769,19,-15,18,2.8589565938916937,-2.2570709951776515,-2.1160530576459005,1.5532140646335033,-1.2262216299738182,0.26396314050075537
23772,769,19,-15,18,2.8490216008246674,-2.2492275795984202,-2.272199685264491,1.600697757980581,-1.2637087563004585,0.22609314574634717
23773,769,19,-15,18,2.838988510876523,-2.241306719113043,-2.4276979264095195,1.6480142331618564,-1.3010638682856759,0.18563151363952185
23774,769,19,-15,18,2.828850931371462,-2.2333033668722053,-2.5825290006111374,1.6951617486847141,-1.3382855910668794,0.14258936362933622
23775,769,19,-15,18,2.8186031301875127,-2.225212997516456,-2.736673525758592,1.7421384675211726,-1.3753724743588203,0.09697813820002635
23776,769,19,-15,18,2.8082400134976315,-2.217031589603392,-2.890111638440792,1.7889424677461332,-1.41232300085221,0.048809610892679815
23777,770,0,-11,15,0.0,0.0,0.0,0.0,0.0,0.1
23778,770,0,-11,15,0.0,-1.8333333333333333,2.3365,0.0,-0.030555555555555555,0.13894166666666669
