Date, Open, High, Low, Close
7/19/2022,1404.96,1447.64,1404.96,1445.08
7/18/2022,1384.88,1436.72,1384.88,1404.96
7/15/2022,1358.11,1384.88,1344.61,1384.88
7/14/2022,1417.9,1417.9,1341.51,1358.11
7/13/2022,1397.61,1426.26,1383.15,1417.9
7/12/2022,1398.97,1421.6,1381.59,1397.61
7/11/2022,1427.43,1427.43,1390.73,1398.97
7/8/2022,1437.24,1451.08,1412.68,1427.43
7/7/2022,1377.45,1452.07,1377.45,1437.24
7/6/2022,1384.2,1385.91,1345.25,1377.45
7/5/2022,1431.8,1431.8,1350.6,1384.2
7/1/2022,1441.03,1443.88,1389.18,1431.8
6/30/2022,1476.35,1476.35,1417.17,1441.03
6/29/2022,1497.29,1508.02,1457.36,1476.35
6/28/2022,1509.2,1540.8,1491.47,1497.29
6/27/2022,1494.77,1523.3,1494.77,1509.2
6/24/2022,1441.67,1494.77,1441.67,1494.77
6/23/2022,1475.37,1478.19,1419.2,1441.67
6/22/2022,1535.44,1535.44,1459.61,1475.37
6/21/2022,1533.2,1560.39,1533.2,1535.44
6/17/2022,1549.93,1557.69,1511.42,1533.2
6/16/2022,1623.49,1623.49,1535.63,1549.93
6/15/2022,1593.35,1639.42,1589.43,1623.49
6/14/2022,1606.41,1621.52,1580.36,1593.35
6/13/2022,1699.43,1699.43,1589.68,1606.41
6/10/2022,1741.4,1741.4,1683.18,1699.43
6/9/2022,1823.37,1823.37,1741.32,1741.4
6/8/2022,1900.84,1900.84,1815.91,1823.37
6/7/2022,1865.13,1901.23,1851.39,1900.84
6/6/2022,1848.83,1871.64,1847.78,1865.13
6/3/2022,1874.52,1874.52,1835.4,1848.83
6/2/2022,1830.34,1882.26,1830.34,1874.52
6/1/2022,1832.35,1851.51,1802.55,1830.34
5/31/2022,1873.93,1874.91,1827.88,1832.35
5/27/2022,1831.49,1874.52,1831.49,1873.94
5/26/2022,1783.33,1839.06,1783.33,1831.49
5/25/2022,1759.74,1790.91,1741.16,1783.33
5/24/2022,1763.91,1763.91,1718.46,1759.74
5/23/2022,1705.65,1773.73,1705.65,1763.91
5/20/2022,1687.92,1730.47,1665.64,1705.65
5/19/2022,1663.58,1711.94,1660.93,1687.92
5/18/2022,1727.7,1727.7,1658.01,1663.58
5/17/2022,1669.36,1730.15,1669.36,1727.7
5/16/2022,1652.33,1687.96,1652.33,1669.36
5/13/2022,1621.45,1677.52,1621.45,1652.33
5/12/2022,1639.16,1639.95,1588.47,1621.45
5/11/2022,1645.32,1695.07,1637.95,1639.16
5/10/2022,1658.19,1677.09,1618.15,1645.32
5/9/2022,1730.49,1730.49,1652,1658.19
5/6/2022,1757.13,1757.13,1695.49,1730.5
5/5/2022,1870.07,1870.07,1735.17,1757.13
5/4/2022,1836.86,1873.36,1793.12,1870.07
5/3/2022,1799.72,1848.13,1799.72,1836.86
5/2/2022,1824.25,1824.25,1753.77,1799.72
4/29/2022,1866.96,1912.84,1820.55,1824.25
4/28/2022,1828.06,1875.19,1808.39,1866.96
4/27/2022,1779.35,1853.71,1779.35,1828.06
4/26/2022,1837.95,1837.95,1779.35,1779.35
4/25/2022,1892.51,1892.51,1769.11,1837.95
4/22/2022,1968.22,1979.93,1883.5,1892.51
4/21/2022,2028.61,2056.07,1953.3,1968.22
4/20/2022,2055.11,2055.11,2006.52,2028.61
4/19/2022,2046.42,2056.59,2016.75,2055.11
4/18/2022,2039.58,2062.63,2033.34,2046.42
4/14/2022,2044.48,2056.82,2031.44,2039.58
4/13/2022,1992.91,2046.28,1992.91,2044.48
4/12/2022,1975.45,2036.51,1975.45,1992.92
4/11/2022,1976.89,2003.61,1964.77,1975.45
4/8/2022,1978.81,1993.96,1964.56,1976.89
4/7/2022,1962.46,1988.71,1937.89,1978.81
4/6/2022,1977.36,1980.23,1934.3,1962.46
4/5/2022,2024.17,2037.03,1972.18,1977.35
4/4/2022,2023.8,2034.94,2011.23,2024.17
4/1/2022,1986.85,2037.1,1986.85,2023.8
3/31/2022,1997.06,2022.5,1985.88,1986.85
3/30/2022,1988.15,2015.31,1986.38,1997.06
3/29/2022,2013.06,2013.06,1944.89,1988.15
3/28/2022,2043.19,2043.19,1982.32,2013.06
3/25/2022,2025.12,2043.4,2023.37,2043.19
3/24/2022,1973.42,2025.39,1973.42,2025.12
3/23/2022,1949.82,1990.14,1949.82,1973.42
3/22/2022,1961.14,1980.9,1938.05,1949.82
3/21/2022,1894.7,1967.69,1894.7,1961.14
3/18/2022,1881.01,1894.74,1854.33,1894.7
3/17/2022,1822.1,1881.37,1822.1,1881.01
3/16/2022,1774.47,1833.25,1774.47,1822.1
3/15/2022,1782.36,1782.36,1730.25,1774.47
3/14/2022,1842.49,1842.49,1771.71,1782.36
3/11/2022,1868.94,1874.7,1840.92,1842.49
3/10/2022,1830.73,1871.19,1807.75,1868.94
3/9/2022,1815.89,1838.2,1780.38,1830.73
3/8/2022,1867.29,1867.29,1811.48,1815.89
3/7/2022,1896.92,1934.41,1854.18,1867.29
3/4/2022,1907.94,1907.94,1851.31,1896.92
3/3/2022,1873.49,1912.63,1870.97,1907.94
3/2/2022,1797.76,1877.51,1797.76,1873.49
3/1/2022,1782.69,1843.26,1776.25,1797.75
2/28/2022,1754.9,1790.38,1734.79,1782.69
2/25/2022,1655.24,1755.68,1655.24,1754.9
2/24/2022,1667.19,1667.19,1593.06,1655.24
2/23/2022,1684.44,1691.45,1661.26,1667.19
2/22/2022,1687.24,1718.51,1674.22,1684.44
2/18/2022,1684.19,1704.93,1678.22,1687.24
2/17/2022,1729.9,1729.9,1674.29,1684.19
2/16/2022,1720.66,1739.31,1716.77,1729.9
2/15/2022,1701.14,1723.07,1675.86,1720.67
2/14/2022,1709.91,1714.59,1685.61,1701.14
2/11/2022,1739.3,1746.76,1702.93,1709.91
2/10/2022,1738.62,1769.72,1728.05,1739.29
2/9/2022,1708.86,1740.81,1701.54,1738.62
2/8/2022,1668.05,1708.97,1668.05,1708.86
2/7/2022,1640.59,1679.99,1638.73,1668.05
2/4/2022,1630.27,1649.23,1619.03,1640.58
2/3/2022,1649.32,1662.39,1628.55,1630.26
2/2/2022,1627.65,1655.7,1614.75,1649.32
2/1/2022,1554.14,1628.12,1554.14,1627.65
1/31/2022,1553.4,1560.17,1536.98,1554.14
1/28/2022,1548.37,1559.71,1520.66,1553.41
1/27/2022,1547.79,1590.53,1540.18,1548.37
1/26/2022,1551.11,1585.17,1534.06,1547.79
1/25/2022,1554.23,1562.76,1510.29,1551.11
1/24/2022,1557.41,1557.89,1487.98,1554.23
1/21/2022,1633.22,1633.22,1554.55,1557.41
1/20/2022,1675.27,1699.36,1631.43,1633.22
1/19/2022,1659.47,1706.93,1659.47,1675.27
1/18/2022,1690.97,1690.97,1647.06,1659.47
1/14/2022,1694.77,1695.22,1670.87,1690.97
1/13/2022,1713.27,1726.05,1690.83,1694.77
1/12/2022,1664.58,1717.32,1664.58,1713.27
1/11/2022,1638.34,1664.58,1619.31,1664.58
1/10/2022,1657.84,1663.71,1627.13,1638.34
1/7/2022,1624.79,1658.68,1624.79,1657.84
1/6/2022,1627.14,1655.93,1615.03,1624.79
1/5/2022,1603.73,1667.05,1603.73,1627.14
1/4/2022,1579.49,1613.61,1579.49,1603.73
1/3/2022,1580.2,1603.24,1577.25,1579.49
12/31/2021,1572.25,1585.11,1565.87,1580.2
12/30/2021,1567.13,1593.06,1567.13,1572.25
12/29/2021,1567.96,1577.71,1562.96,1567.14
12/28/2021,1581.27,1581.27,1557.44,1567.96
12/27/2021,1559.84,1581.4,1546.36,1581.27
12/23/2021,1561.22,1563.69,1551.49,1559.84
12/22/2021,1546.7,1562.69,1531.31,1561.22
12/21/2021,1510.98,1550.68,1510.98,1546.7
12/20/2021,1564.52,1564.52,1498.68,1510.98
12/17/2021,1566.54,1577.33,1544.03,1564.52
12/16/2021,1525.55,1581.91,1525.55,1566.54
12/15/2021,1547.36,1547.36,1483.54,1525.55
12/14/2021,1529.98,1576.63,1529.98,1547.36
12/13/2021,1531.27,1549.33,1514.55,1529.98
12/10/2021,1533.81,1543.86,1514.66,1531.27
12/9/2021,1546.36,1546.36,1515.69,1533.81
12/8/2021,1543.08,1551.86,1535.59,1546.36
12/7/2021,1501.65,1564.68,1501.65,1543.08
12/6/2021,1472.29,1510.85,1472.29,1501.65
12/3/2021,1489.35,1498.75,1459.74,1472.29
12/2/2021,1434.28,1496.84,1434.28,1489.35
12/1/2021,1441.54,1497.7,1434.28,1434.28
11/30/2021,1473.64,1485.44,1427.56,1441.54
11/29/2021,1491.31,1514.05,1473.15,1473.64
11/26/2021,1538.98,1538.98,1461.04,1491.31
11/24/2021,1555.19,1555.19,1535.92,1538.98
11/23/2021,1536.61,1570.97,1536.61,1555.19
11/22/2021,1490.06,1555.59,1490.06,1536.61
11/19/2021,1484.46,1505.6,1480.29,1490.06
11/18/2021,1495.78,1495.78,1474.5,1484.46
11/17/2021,1524.44,1532.86,1494.82,1495.78
11/16/2021,1537.88,1537.88,1519.75,1524.44
11/15/2021,1565.02,1565.02,1532.62,1537.88
11/12/2021,1576.9,1582.8,1558.07,1565.02
11/11/2021,1519.5,1584.84,1519.5,1576.9
11/10/2021,1556.89,1556.89,1515.73,1519.5
11/9/2021,1579.48,1579.48,1538.63,1556.89
11/8/2021,1539.54,1592.62,1539.54,1579.48
11/5/2021,1535.93,1545.61,1529.55,1539.54
11/4/2021,1542.86,1554.32,1522.74,1535.93
11/3/2021,1543.68,1544.13,1525.33,1542.86
11/2/2021,1571.28,1571.28,1533.46,1543.68
11/1/2021,1567.89,1579.97,1550.35,1571.28
10/29/2021,1570.57,1582.76,1561.17,1567.89
10/28/2021,1567.7,1579.7,1564.68,1570.57
10/27/2021,1618.86,1618.86,1566.65,1567.7
10/26/2021,1624.67,1636.09,1607.24,1618.85
10/25/2021,1569.81,1631.89,1569.81,1624.67
10/22/2021,1557.19,1579.18,1548.9,1569.8
10/21/2021,1600.69,1600.69,1534.08,1557.19
10/20/2021,1606.9,1610.85,1576.55,1600.69
10/19/2021,1616.12,1616.3,1593.84,1606.9
10/18/2021,1615.49,1616.88,1584.25,1616.12
10/15/2021,1604.26,1634.41,1604.26,1615.49
10/14/2021,1582,1621.03,1582,1604.26
10/13/2021,1581.28,1583.36,1560.03,1582
10/12/2021,1575.94,1591.07,1573.97,1581.28
10/11/2021,1551.94,1608.24,1551.94,1575.94
10/8/2021,1549.27,1573.46,1548.43,1551.94
10/7/2021,1520.67,1568.3,1520.67,1549.27
10/6/2021,1544.69,1544.69,1492.1,1520.67
10/5/2021,1533.63,1556.23,1521.81,1544.69
10/4/2021,1546.68,1560.41,1531.72,1533.63
10/1/2021,1535.66,1552.19,1514.08,1546.68
9/30/2021,1533.5,1568.22,1533.5,1535.67
9/29/2021,1542.96,1562.99,1527.52,1533.5
9/28/2021,1580.91,1580.91,1534.78,1542.96
9/27/2021,1554.23,1584.81,1554.23,1580.91
9/24/2021,1568.51,1572.23,1549.55,1554.23
9/23/2021,1567.96,1585.09,1551.39,1568.51
9/22/2021,1536.38,1597.28,1536.38,1567.97
9/21/2021,1542.09,1556.89,1508.69,1536.38
9/20/2021,1615.36,1615.36,1513.7,1542.09
9/17/2021,1681.81,1681.81,1609.22,1615.36
9/16/2021,1732.24,1732.24,1680.58,1681.81
9/15/2021,1689.47,1734.23,1689.47,1732.24
9/14/2021,1725.68,1727.6,1687.05,1689.47
9/13/2021,1722.98,1750.52,1710.14,1725.68
9/10/2021,1729.09,1766.82,1722.87,1722.98
9/9/2021,1726.91,1739.32,1715.25,1729.08
9/8/2021,1764.33,1764.33,1723.46,1726.91
9/7/2021,1767.89,1784.27,1763.76,1764.33
9/3/2021,1771.93,1791.61,1763.21,1767.89
9/2/2021,1772.36,1791.21,1768.13,1771.93
9/1/2021,1767.99,1782.83,1733.92,1772.35
8/31/2021,1795.88,1795.88,1759.04,1767.99
8/30/2021,1804.47,1816.91,1795.68,1795.88
8/27/2021,1753.29,1810.82,1753.29,1804.47
8/26/2021,1784.55,1785.54,1749.7,1753.29
8/25/2021,1789.86,1803.28,1780.58,1784.55
8/24/2021,1730.71,1798.46,1730.71,1789.86
8/23/2021,1709.1,1741.7,1709.1,1730.71
8/20/2021,1714.61,1718.81,1691.6,1709.09
8/19/2021,1790.02,1790.02,1700.53,1714.61
8/18/2021,1811.13,1821.19,1785.9,1790.02
8/17/2021,1868.58,1868.58,1783.38,1811.13
8/16/2021,1891.94,1891.94,1831.33,1868.58
8/13/2021,1894.08,1905.77,1883.19,1891.94
8/12/2021,1920.57,1920.57,1868.76,1894.08
8/11/2021,1898.95,1922.8,1896.42,1920.57
8/10/2021,1839.84,1905.28,1839.84,1898.95
8/9/2021,1825.39,1843.69,1802.43,1839.84
8/6/2021,1809.08,1837.82,1809.08,1825.39
8/5/2021,1839.64,1839.64,1807.37,1809.08
8/4/2021,1864.53,1864.53,1836.75,1839.64
8/3/2021,1828.65,1865.08,1808.84,1864.53
8/2/2021,1845.76,1878.95,1826.7,1828.65
7/30/2021,1885.14,1885.14,1839.22,1845.76
7/29/2021,1830.92,1895.24,1830.92,1885.15
7/28/2021,1792.27,1838.09,1791.27,1830.92
7/27/2021,1817.33,1817.33,1772.46,1792.27
7/26/2021,1759.99,1819.94,1759.99,1817.33
7/23/2021,1742.73,1764.27,1741.13,1759.99
7/22/2021,1747.01,1752.27,1718.46,1742.73
7/21/2021,1704.47,1750.82,1704.47,1747.01
7/20/2021,1672.98,1709.14,1649,1704.47
7/19/2021,1722.04,1722.04,1645.5,1672.98
7/16/2021,1778.01,1778,1718.96,1722.04
7/15/2021,1773.85,1799.12,1762.84,1778
7/14/2021,1774.22,1812.01,1767.15,1773.85
7/13/2021,1797.09,1797.09,1768.5,1774.22
7/12/2021,1784.16,1804.57,1755.84,1797.09
7/9/2021,1713.87,1790.26,1713.87,1784.16
7/8/2021,1751.51,1751.51,1677.44,1713.87
7/7/2021,1719.48,1758.41,1719.48,1751.51
7/6/2021,1771.06,1771.06,1708.03,1719.48
